LXX_key,LXX,WLC_key,WLC
LXX-Exod-001-022-010,ἄρσεν,,
LXX-Exod-001-022-011,ὃ,,
LXX-Exod-001-022-012,ἐὰν,WLC-Exod-001-022-001,וַיְצַ֣ו
LXX-Exod-001-022-013,τεχθῇ,WLC-Exod-001-022-002,פַּרְעֹ֔ה
LXX-Exod-001-022-014,τοῖς,WLC-Exod-001-022-003,לְכָל
LXX-Exod-001-022-015,Εβραίοις,WLC-Exod-001-022-004,עַמּ֖וֹ
LXX-Exod-001-022-016,εἰς,WLC-Exod-001-022-005,לֵאמֹ֑ר
LXX-Exod-001-022-017,τὸν,WLC-Exod-001-022-006,כָּל
LXX-Exod-001-022-018,ποταμὸν,WLC-Exod-001-022-007,הַבֵּ֣ן
LXX-Exod-001-022-019,ῥίψατε,WLC-Exod-001-022-008,הַיִּלּ֗וֹד
LXX-Exod-001-022-020,καὶ,WLC-Exod-001-022-009,הַיְאֹ֨רָה֙
LXX-Exod-001-022-021,πᾶν,WLC-Exod-001-022-010,תַּשְׁלִיכֻ֔הוּ
LXX-Exod-001-022-022,θῆλυ,WLC-Exod-001-022-011,וְכָל
LXX-Exod-001-022-023,ζωογονεῖτε,WLC-Exod-001-022-012,הַבַּ֖ת
LXX-Exod-001-022-024,αὐτό,WLC-Exod-001-022-013,תְּחַיּֽוּן
