LXX_key,LXX,WLC_key,WLC
LXX-Exod-001-012-015,Αἰγύπτιοι,WLC-Exod-001-012-007,יִפְרֹ֑ץ
LXX-Exod-001-012-016,ἀπὸ,WLC-Exod-001-012-008,וַיָּקֻ֕צוּ
LXX-Exod-001-012-017,τῶν,WLC-Exod-001-012-009,מִפְּנֵ֖י
LXX-Exod-001-012-018,υἱῶν,WLC-Exod-001-012-010,בְּנֵ֥י
LXX-Exod-001-012-019,Ισραηλ,WLC-Exod-001-012-011,יִשְׂרָאֵֽל
13,13,13,13
LXX-Exod-001-013-001,καὶ,,
LXX-Exod-001-013-002,κατεδυνάστευον,,
LXX-Exod-001-013-003,οἱ,WLC-Exod-001-013-001,וַיַּעֲבִ֧דוּ
LXX-Exod-001-013-004,Αἰγύπτιοι,WLC-Exod-001-013-002,מִצְרַ֛יִם
LXX-Exod-001-013-005,τοὺς,WLC-Exod-001-013-003,אֶת
LXX-Exod-001-013-006,υἱοὺς,WLC-Exod-001-013-004,בְּנֵ֥י
LXX-Exod-001-013-007,Ισραηλ,WLC-Exod-001-013-005,יִשְׂרָאֵ֖ל
LXX-Exod-001-013-008,βίᾳ,WLC-Exod-001-013-006,בְּפָֽרֶךְ
14,14,14,14
LXX-Exod-001-014-001,καὶ,,
LXX-Exod-001-014-002,κατωδύνων,,
LXX-Exod-001-014-003,αὐτῶν,,
LXX-Exod-001-014-004,τὴν,,
LXX-Exod-001-014-005,ζωὴν,,
LXX-Exod-001-014-006,ἐν,,
LXX-Exod-001-014-007,τοῖς,,
LXX-Exod-001-014-008,ἔργοις,,
LXX-Exod-001-014-009,τοῖς,,
LXX-Exod-001-014-010,σκληροῖς,,
LXX-Exod-001-014-011,τῷ,,
LXX-Exod-001-014-012,πηλῷ,,
LXX-Exod-001-014-013,καὶ,,
LXX-Exod-001-014-014,τῇ,,
LXX-Exod-001-014-015,πλινθείᾳ,,
LXX-Exod-001-014-016,καὶ,WLC-Exod-001-014-001,וַיְמָרְר֨וּ
LXX-Exod-001-014-017,πᾶσι,WLC-Exod-001-014-002,אֶת
LXX-Exod-001-014-018,τοῖς,WLC-Exod-001-014-003,חַיֵּיהֶ֜ם
LXX-Exod-001-014-019,ἔργοις,WLC-Exod-001-014-004,בַּעֲבֹדָ֣ה
LXX-Exod-001-014-020,τοῖς,WLC-Exod-001-014-005,קָשָׁ֗ה
LXX-Exod-001-014-021,ἐν,WLC-Exod-001-014-006,בְּחֹ֨מֶר֙
LXX-Exod-001-014-022,τοῖς,WLC-Exod-001-014-007,וּבִלְבֵנִ֔ים
LXX-Exod-001-014-023,πεδίοις,WLC-Exod-001-014-008,וּבְכָל
LXX-Exod-001-014-024,κατὰ,WLC-Exod-001-014-009,עֲבֹדָ֖ה
LXX-Exod-001-014-025,πάντα,WLC-Exod-001-014-010,בַּשָּׂדֶ֑ה
LXX-Exod-001-014-026,τὰ,WLC-Exod-001-014-011,אֵ֚ת
LXX-Exod-001-014-027,ἔργα,WLC-Exod-001-014-012,כָּל
LXX-Exod-001-014-028,ὧν,WLC-Exod-001-014-013,עֲבֹ֣דָתָ֔ם
LXX-Exod-001-014-029,κατεδουλοῦντο,WLC-Exod-001-014-014,אֲשֶׁר
LXX-Exod-001-014-030,αὐτοὺς,WLC-Exod-001-014-015,עָבְד֥וּ
LXX-Exod-001-014-031,μετὰ,WLC-Exod-001-014-016,בָהֶ֖ם
LXX-Exod-001-014-032,βίας,WLC-Exod-001-014-017,בְּפָֽרֶךְ
15,15,15,15
LXX-Exod-001-015-001,καὶ,,
LXX-Exod-001-015-002,εἶπεν,,
LXX-Exod-001-015-003,ὁ,,
LXX-Exod-001-015-004,βασιλεὺς,,
LXX-Exod-001-015-005,τῶν,,
LXX-Exod-001-015-006,Αἰγυπτίων,,
LXX-Exod-001-015-007,ταῖς,,
LXX-Exod-001-015-008,μαίαις,,
LXX-Exod-001-015-009,τῶν,,
LXX-Exod-001-015-010,Εβραίων,,
LXX-Exod-001-015-011,τῇ,WLC-Exod-001-015-001,וַיֹּ֨אמֶר֙
LXX-Exod-001-015-012,μιᾷ,WLC-Exod-001-015-002,מֶ֣לֶךְ
LXX-Exod-001-015-013,αὐτῶν,WLC-Exod-001-015-003,מִצְרַ֔יִם
LXX-Exod-001-015-014,ᾗ,WLC-Exod-001-015-004,לַֽמְיַלְּדֹ֖ת
LXX-Exod-001-015-015,ὄνομα,WLC-Exod-001-015-005,הָֽעִבְרִיֹּ֑ת
LXX-Exod-001-015-016,Σεπφωρα,WLC-Exod-001-015-006,אֲשֶׁ֨ר
LXX-Exod-001-015-017,καὶ,WLC-Exod-001-015-007,שֵׁ֤ם
LXX-Exod-001-015-018,τὸ,WLC-Exod-001-015-008,הָֽאַחַת֙
LXX-Exod-001-015-019,ὄνομα,WLC-Exod-001-015-009,שִׁפְרָ֔ה
LXX-Exod-001-015-020,τῆς,WLC-Exod-001-015-010,וְשֵׁ֥ם
LXX-Exod-001-015-021,δευτέρας,WLC-Exod-001-015-011,הַשֵּׁנִ֖ית
LXX-Exod-001-015-022,Φουα,WLC-Exod-001-015-012,פּוּעָֽה
16,16,16,16
LXX-Exod-001-016-001,καὶ,,
LXX-Exod-001-016-002,εἶπεν,,
LXX-Exod-001-016-003,ὅταν,,
LXX-Exod-001-016-004,μαιοῦσθε,,
LXX-Exod-001-016-005,τὰς,,
LXX-Exod-001-016-006,Εβραίας,,
LXX-Exod-001-016-007,καὶ,WLC-Exod-001-016-001,וַיֹּ֗אמֶר
LXX-Exod-001-016-008,ὦσιν,WLC-Exod-001-016-002,בְּיַלֶּדְכֶן֙
LXX-Exod-001-016-009,πρὸς,WLC-Exod-001-016-003,אֶת
LXX-Exod-001-016-010,τῷ,WLC-Exod-001-016-004,הָֽעִבְרִיּ֔וֹת
LXX-Exod-001-016-011,τίκτειν,WLC-Exod-001-016-005,וּרְאִיתֶ֖ן
LXX-Exod-001-016-012,ἐὰν,WLC-Exod-001-016-006,עַל
LXX-Exod-001-016-013,μὲν,WLC-Exod-001-016-007,הָאָבְנָ֑יִם
LXX-Exod-001-016-014,ἄρσεν,WLC-Exod-001-016-008,אִם
LXX-Exod-001-016-015,ᾖ,WLC-Exod-001-016-009,בֵּ֥ן
LXX-Exod-001-016-016,ἀποκτείνατε,WLC-Exod-001-016-010,הוּא֙
LXX-Exod-001-016-017,αὐτό,WLC-Exod-001-016-011,וַהֲמִתֶּ֣ן
LXX-Exod-001-016-018,ἐὰν,WLC-Exod-001-016-012,אֹת֔וֹ
LXX-Exod-001-016-019,δὲ,WLC-Exod-001-016-013,וְאִם
LXX-Exod-001-016-020,θῆλυ,WLC-Exod-001-016-014,בַּ֥ת
LXX-Exod-001-016-021,περιποιεῖσθε,WLC-Exod-001-016-015,הִ֖יא
LXX-Exod-001-016-022,αὐτό,WLC-Exod-001-016-016,וָחָֽיָה
17,17,17,17
LXX-Exod-001-017-001,ἐφοβήθησαν,,
LXX-Exod-001-017-002,δὲ,,
LXX-Exod-001-017-003,αἱ,,
LXX-Exod-001-017-004,μαῖαι,,
LXX-Exod-001-017-005,τὸν,,
LXX-Exod-001-017-006,θεὸν,WLC-Exod-001-017-001,וַתִּירֶ֤אןָ
LXX-Exod-001-017-007,καὶ,WLC-Exod-001-017-002,הַֽמְיַלְּדֹת֙
LXX-Exod-001-017-008,οὐκ,WLC-Exod-001-017-003,אֶת
LXX-Exod-001-017-009,ἐποίησαν,WLC-Exod-001-017-004,הָ֣אֱלֹהִ֔ים
LXX-Exod-001-017-010,καθότι,WLC-Exod-001-017-005,וְלֹ֣א
LXX-Exod-001-017-011,συνέταξεν,WLC-Exod-001-017-006,עָשׂ֔וּ
LXX-Exod-001-017-012,αὐταῖς,WLC-Exod-001-017-007,כַּאֲשֶׁ֛ר
LXX-Exod-001-017-013,ὁ,WLC-Exod-001-017-008,דִּבֶּ֥ר
LXX-Exod-001-017-014,βασιλεὺς,WLC-Exod-001-017-009,אֲלֵיהֶ֖ן
LXX-Exod-001-017-015,Αἰγύπτου,WLC-Exod-001-017-010,מֶ֣לֶךְ
LXX-Exod-001-017-016,καὶ,WLC-Exod-001-017-011,מִצְרָ֑יִם
LXX-Exod-001-017-017,ἐζωογόνουν,WLC-Exod-001-017-012,וַתְּחַיֶּ֖יןָ
LXX-Exod-001-017-018,τὰ,WLC-Exod-001-017-013,אֶת
LXX-Exod-001-017-019,ἄρσενα,WLC-Exod-001-017-014,הַיְלָדִֽים
18,18,18,18
LXX-Exod-001-018-001,ἐκάλεσεν,,
LXX-Exod-001-018-002,δὲ,,
LXX-Exod-001-018-003,ὁ,,
LXX-Exod-001-018-004,βασιλεὺς,,
LXX-Exod-001-018-005,Αἰγύπτου,,
LXX-Exod-001-018-006,τὰς,,
LXX-Exod-001-018-007,μαίας,,
LXX-Exod-001-018-008,καὶ,WLC-Exod-001-018-001,וַיִּקְרָ֤א
LXX-Exod-001-018-009,εἶπεν,WLC-Exod-001-018-002,מֶֽלֶךְ
LXX-Exod-001-018-010,αὐταῖς,WLC-Exod-001-018-003,מִצְרַ֨יִם֙
LXX-Exod-001-018-011,τί,WLC-Exod-001-018-004,לַֽמְיַלְּדֹ֔ת
LXX-Exod-001-018-012,ὅτι,WLC-Exod-001-018-005,וַיֹּ֣אמֶר
LXX-Exod-001-018-013,ἐποιήσατε,WLC-Exod-001-018-006,לָהֶ֔ן
LXX-Exod-001-018-014,τὸ,WLC-Exod-001-018-007,מַדּ֥וּעַ
LXX-Exod-001-018-015,πρᾶγμα,WLC-Exod-001-018-008,עֲשִׂיתֶ֖ן
LXX-Exod-001-018-016,τοῦτο,WLC-Exod-001-018-009,הַדָּבָ֣ר
LXX-Exod-001-018-017,καὶ,WLC-Exod-001-018-010,הַזֶּ֑ה
LXX-Exod-001-018-018,ἐζωογονεῖτε,WLC-Exod-001-018-011,וַתְּחַיֶּ֖יןָ
LXX-Exod-001-018-019,τὰ,WLC-Exod-001-018-012,אֶת
LXX-Exod-001-018-020,ἄρσενα,WLC-Exod-001-018-013,הַיְלָדִֽים
19,19,19,19
LXX-Exod-001-019-001,εἶπαν,,
LXX-Exod-001-019-002,δὲ,,
LXX-Exod-001-019-003,αἱ,,
LXX-Exod-001-019-004,μαῖαι,,
LXX-Exod-001-019-005,τῷ,,
LXX-Exod-001-019-006,Φαραω,,
LXX-Exod-001-019-007,οὐχ,WLC-Exod-001-019-001,וַתֹּאמַ֤רְןָ
LXX-Exod-001-019-008,ὡς,WLC-Exod-001-019-002,הַֽמְיַלְּדֹת֙
LXX-Exod-001-019-009,γυναῖκες,WLC-Exod-001-019-003,אֶל
LXX-Exod-001-019-010,Αἰγύπτου,WLC-Exod-001-019-004,פַּרְעֹ֔ה
LXX-Exod-001-019-011,αἱ,WLC-Exod-001-019-005,כִּ֣י
LXX-Exod-001-019-012,Εβραῖαι,WLC-Exod-001-019-006,לֹ֧א
LXX-Exod-001-019-013,τίκτουσιν,WLC-Exod-001-019-007,כַנָּשִׁ֛ים
LXX-Exod-001-019-014,γὰρ,WLC-Exod-001-019-008,הַמִּצְרִיֹּ֖ת
LXX-Exod-001-019-015,πρὶν,WLC-Exod-001-019-009,הָֽעִבְרִיֹּ֑ת
LXX-Exod-001-019-016,ἢ,WLC-Exod-001-019-010,כִּֽי
LXX-Exod-001-019-017,εἰσελθεῖν,WLC-Exod-001-019-011,חָי֣וֹת
LXX-Exod-001-019-018,πρὸς,WLC-Exod-001-019-012,הֵ֔נָּה
LXX-Exod-001-019-019,αὐτὰς,WLC-Exod-001-019-013,בְּטֶ֨רֶם
LXX-Exod-001-019-020,τὰς,WLC-Exod-001-019-014,תָּב֧וֹא
LXX-Exod-001-019-021,μαίας,WLC-Exod-001-019-015,אֲלֵהֶ֛ן
LXX-Exod-001-019-022,καὶ,WLC-Exod-001-019-016,הַמְיַלֶּ֖דֶת
LXX-Exod-001-019-023,ἔτικτον,WLC-Exod-001-019-017,וְיָלָֽדוּ
20,20,20,20
LXX-Exod-001-020-001,εὖ,,
LXX-Exod-001-020-002,δὲ,,
LXX-Exod-001-020-003,ἐποίει,,
LXX-Exod-001-020-004,ὁ,,
LXX-Exod-001-020-005,θεὸς,,
LXX-Exod-001-020-006,ταῖς,,
LXX-Exod-001-020-007,μαίαις,,
LXX-Exod-001-020-008,καὶ,WLC-Exod-001-020-001,וַיֵּ֥יטֶב
LXX-Exod-001-020-009,ἐπλήθυνεν,WLC-Exod-001-020-002,אֱלֹהִ֖ים
LXX-Exod-001-020-010,ὁ,WLC-Exod-001-020-003,לַֽמְיַלְּדֹ֑ת
LXX-Exod-001-020-011,λαὸς,WLC-Exod-001-020-004,וַיִּ֧רֶב
LXX-Exod-001-020-012,καὶ,WLC-Exod-001-020-005,הָעָ֛ם
LXX-Exod-001-020-013,ἴσχυεν,WLC-Exod-001-020-006,וַיַּֽעַצְמ֖וּ
LXX-Exod-001-020-014,σφόδρα,WLC-Exod-001-020-007,מְאֹֽד
21,21,21,21
LXX-Exod-001-021-001,ἐπειδὴ,WLC-Exod-001-021-001,וַיְהִ֕י
LXX-Exod-001-021-002,ἐφοβοῦντο,WLC-Exod-001-021-002,כִּֽי
LXX-Exod-001-021-003,αἱ,WLC-Exod-001-021-003,יָֽרְא֥וּ
LXX-Exod-001-021-004,μαῖαι,WLC-Exod-001-021-004,הַֽמְיַלְּדֹ֖ת
LXX-Exod-001-021-005,τὸν,WLC-Exod-001-021-005,אֶת
LXX-Exod-001-021-006,θεόν,WLC-Exod-001-021-006,הָאֱלֹהִ֑ים
LXX-Exod-001-021-007,ἐποίησαν,WLC-Exod-001-021-007,וַיַּ֥עַשׂ
LXX-Exod-001-021-008,ἑαυταῖς,WLC-Exod-001-021-008,לָהֶ֖ם
LXX-Exod-001-021-009,οἰκίας,WLC-Exod-001-021-009,בָּתִּֽים
22,22,22,22
LXX-Exod-001-022-001,συνέταξεν,,
LXX-Exod-001-022-002,δὲ,,
LXX-Exod-001-022-003,Φαραω,,
LXX-Exod-001-022-004,παντὶ,,
LXX-Exod-001-022-005,τῷ,,
LXX-Exod-001-022-006,λαῷ,,
LXX-Exod-001-022-007,αὐτοῦ,,
LXX-Exod-001-022-008,λέγων,,
LXX-Exod-001-022-009,πᾶν,,
