key,word,verse,word_num,lemma,strongs,morph,morphology,Part of Speech,Tense,Voice,Mood,Person,Number,Case,Gender,xlit,betacode
LXX-Exod-025-012-005,δακτυλίους,12,5,strong:G1146,G1146,packard:N2-APM,N2-APM,Noun,,,,,Plural,Accusative,Masculine,betacode:DAKTULI/OUS,DAKTULI/OUS
LXX-Exod-025-012-006,χρυσοῦς,12,6,strong:G5552,G5552,packard:A1C-APM,A1C-APM,Adjective,,,,,Plural,Accusative,Masculine,betacode:XRUSOU=S,XRUSOU=S
LXX-Exod-025-012-007,καὶ,12,7,strong:G2532,G2532,packard:C,C,Conjunction,,,,,,,,betacode:KAI\,KAI\
LXX-Exod-025-012-008,ἐπιθήσεις,12,8,strong:G2007,G2007,packard:VF-FAI2S,VF-FAI2S,Verb,Future,Active,Indicative,2,Singular,,,betacode:E)PIQH/SEIS,E)PIQH/SEIS
LXX-Exod-025-012-009,ἐπὶ,12,9,strong:G1909,G1909,packard:P,P,Preposition,,,,,,,,betacode:E)PI\,E)PI\
LXX-Exod-025-012-010,τὰ,12,10,strong:G3588,G3588,packard:RA-APN,RA-APN,Article,,,,,Plural,Accusative,Neuter,betacode:TA\,TA\
LXX-Exod-025-012-011,τέσσαρα,12,11,strong:G5064,G5064,packard:A3-APN,A3-APN,Adjective,,,,,Plural,Accusative,Neuter,betacode:TE/SSARA,TE/SSARA
LXX-Exod-025-012-012,κλίτη,12,12,,,packard:N3E-APN,N3E-APN,Noun,,,,,Plural,Accusative,Neuter,betacode:KLI/TH,KLI/TH
LXX-Exod-025-012-013,δύο,12,13,strong:G1417,G1417,packard:M,M,Numeral,,,,,,,,betacode:DU/O,DU/O
LXX-Exod-025-012-014,δακτυλίους,12,14,strong:G1146,G1146,packard:N2-APM,N2-APM,Noun,,,,,Plural,Accusative,Masculine,betacode:DAKTULI/OUS,DAKTULI/OUS
LXX-Exod-025-012-015,ἐπὶ,12,15,strong:G1909,G1909,packard:P,P,Preposition,,,,,,,,betacode:E)PI\,E)PI\
LXX-Exod-025-012-016,τὸ,12,16,strong:G3588,G3588,packard:RA-ASN,RA-ASN,Article,,,,,Singular,Accusative,Neuter,betacode:TO\,TO\
LXX-Exod-025-012-017,κλίτος,12,17,,,packard:N3E-ASN,N3E-ASN,Noun,,,,,Singular,Accusative,Neuter,betacode:KLI/TOS,KLI/TOS
LXX-Exod-025-012-018,τὸ,12,18,strong:G3588,G3588,packard:RA-ASN,RA-ASN,Article,,,,,Singular,Accusative,Neuter,betacode:TO\,TO\
LXX-Exod-025-012-019,ἓν,12,19,strong:G1520,G1520,packard:A3-ASN,A3-ASN,Adjective,,,,,Singular,Accusative,Neuter,betacode:E(\N,E(\N
LXX-Exod-025-012-020,καὶ,12,20,strong:G2532,G2532,packard:C,C,Conjunction,,,,,,,,betacode:KAI\,KAI\
LXX-Exod-025-012-021,δύο,12,21,strong:G1417,G1417,packard:M,M,Numeral,,,,,,,,betacode:DU/O,DU/O
LXX-Exod-025-012-022,δακτυλίους,12,22,strong:G1146,G1146,packard:N2-APM,N2-APM,Noun,,,,,Plural,Accusative,Masculine,betacode:DAKTULI/OUS,DAKTULI/OUS
LXX-Exod-025-012-023,ἐπὶ,12,23,strong:G1909,G1909,packard:P,P,Preposition,,,,,,,,betacode:E)PI\,E)PI\
LXX-Exod-025-012-024,τὸ,12,24,strong:G3588,G3588,packard:RA-ASN,RA-ASN,Article,,,,,Singular,Accusative,Neuter,betacode:TO\,TO\
LXX-Exod-025-012-025,κλίτος,12,25,,,packard:N3E-ASN,N3E-ASN,Noun,,,,,Singular,Accusative,Neuter,betacode:KLI/TOS,KLI/TOS
LXX-Exod-025-012-026,τὸ,12,26,strong:G3588,G3588,packard:RA-ASN,RA-ASN,Article,,,,,Singular,Accusative,Neuter,betacode:TO\,TO\
LXX-Exod-025-012-027,δεύτερον,12,27,strong:G1208,G1208,packard:A1A-ASN,A1A-ASN,Adjective,,,,,Singular,Accusative,Neuter,betacode:DEU/TERON,DEU/TERON
13,13,13,,,,,,,,,,,,,,,
LXX-Exod-025-013-001,ποιήσεις,13,1,strong:G4160,G4160,packard:VF-FAI2S,VF-FAI2S,Verb,Future,Active,Indicative,2,Singular,,,betacode:POIH/SEIS,POIH/SEIS
LXX-Exod-025-013-002,δὲ,13,2,strong:G1161,G1161,packard:X,X,Particle,,,,,,,,betacode:DE\,DE\
LXX-Exod-025-013-003,ἀναφορεῖς,13,3,,,packard:N3V-APM,N3V-APM,Noun,,,,,Plural,Accusative,Masculine,betacode:A)NAFOREI=S,A)NAFOREI=S
LXX-Exod-025-013-004,ξύλα,13,4,strong:G3586,G3586,packard:N2N-APN,N2N-APN,Noun,,,,,Plural,Accusative,Neuter,betacode:CU/LA,CU/LA
LXX-Exod-025-013-005,ἄσηπτα,13,5,,,packard:A1B-APN,A1B-APN,Adjective,,,,,Plural,Accusative,Neuter,betacode:A)/SHPTA,A)/SHPTA
LXX-Exod-025-013-006,καὶ,13,6,strong:G2532,G2532,packard:C,C,Conjunction,,,,,,,,betacode:KAI\,KAI\
LXX-Exod-025-013-007,καταχρυσώσεις,13,7,,,packard:VF-FAI2S,VF-FAI2S,Verb,Future,Active,Indicative,2,Singular,,,betacode:KATAXRUSW/SEIS,KATAXRUSW/SEIS
LXX-Exod-025-013-008,αὐτὰ,13,8,strong:G846,G846,packard:RD-APN,RD-APN,Demonstrative Pronoun,,,,,Plural,Accusative,Neuter,betacode:AU)TA\,AU)TA\
LXX-Exod-025-013-009,χρυσίῳ,13,9,strong:G5553,G5553,packard:N2N-DSN,N2N-DSN,Noun,,,,,Singular,Dative,Neuter,betacode:XRUSI/W|,XRUSI/W|
14,14,14,,,,,,,,,,,,,,,
LXX-Exod-025-014-001,καὶ,14,1,strong:G2532,G2532,packard:C,C,Conjunction,,,,,,,,betacode:KAI\,KAI\
LXX-Exod-025-014-002,εἰσάξεις,14,2,strong:G1521,G1521,packard:VF-FAI2S,VF-FAI2S,Verb,Future,Active,Indicative,2,Singular,,,betacode:EI)SA/CEIS,EI)SA/CEIS
LXX-Exod-025-014-003,τοὺς,14,3,strong:G3588,G3588,packard:RA-APM,RA-APM,Article,,,,,Plural,Accusative,Masculine,betacode:TOU\S,TOU\S
LXX-Exod-025-014-004,ἀναφορεῖς,14,4,,,packard:N3V-APM,N3V-APM,Noun,,,,,Plural,Accusative,Masculine,betacode:A)NAFOREI=S,A)NAFOREI=S
LXX-Exod-025-014-005,εἰς,14,5,strong:G1519,G1519,packard:P,P,Preposition,,,,,,,,betacode:EI)S,EI)S
LXX-Exod-025-014-006,τοὺς,14,6,strong:G3588,G3588,packard:RA-APM,RA-APM,Article,,,,,Plural,Accusative,Masculine,betacode:TOU\S,TOU\S
LXX-Exod-025-014-007,δακτυλίους,14,7,strong:G1146,G1146,packard:N2-APM,N2-APM,Noun,,,,,Plural,Accusative,Masculine,betacode:DAKTULI/OUS,DAKTULI/OUS
LXX-Exod-025-014-008,τοὺς,14,8,strong:G3588,G3588,packard:RA-APM,RA-APM,Article,,,,,Plural,Accusative,Masculine,betacode:TOU\S,TOU\S
LXX-Exod-025-014-009,ἐν,14,9,strong:G1722,G1722,packard:P,P,Preposition,,,,,,,,betacode:E)N,E)N
LXX-Exod-025-014-010,τοῖς,14,10,strong:G3588,G3588,packard:RA-DPN,RA-DPN,Article,,,,,Plural,Dative,Neuter,betacode:TOI=S,TOI=S
LXX-Exod-025-014-011,κλίτεσι,14,11,,,packard:N3E-DPN,N3E-DPN,Noun,,,,,Plural,Dative,Neuter,betacode:KLI/TESI,KLI/TESI
LXX-Exod-025-014-012,τῆς,14,12,strong:G3588,G3588,packard:RA-GSF,RA-GSF,Article,,,,,Singular,Genitive,Feminine,betacode:TH=S,TH=S
LXX-Exod-025-014-013,κιβωτοῦ,14,13,strong:G2787,G2787,packard:N2-GSF,N2-GSF,Noun,,,,,Singular,Genitive,Feminine,betacode:KIBWTOU=,KIBWTOU=
LXX-Exod-025-014-014,αἴρειν,14,14,strong:G142,G142,packard:V1-PAN,V1-PAN,Verb,Present,Active,Infinitive,,,,,betacode:AI)/REIN,AI)/REIN
LXX-Exod-025-014-015,τὴν,14,15,strong:G3588,G3588,packard:RA-ASF,RA-ASF,Article,,,,,Singular,Accusative,Feminine,betacode:TH\N,TH\N
LXX-Exod-025-014-016,κιβωτὸν,14,16,strong:G2787,G2787,packard:N2-ASF,N2-ASF,Noun,,,,,Singular,Accusative,Feminine,betacode:KIBWTO\N,KIBWTO\N
LXX-Exod-025-014-017,ἐν,14,17,strong:G1722,G1722,packard:P,P,Preposition,,,,,,,,betacode:E)N,E)N
LXX-Exod-025-014-018,αὐτοῖς,14,18,strong:G846,G846,packard:RD-DPM,RD-DPM,Demonstrative Pronoun,,,,,Plural,Dative,Masculine,betacode:AU)TOI=S,AU)TOI=S
15,15,15,,,,,,,,,,,,,,,
LXX-Exod-025-015-001,ἐν,15,1,strong:G1722,G1722,packard:P,P,Preposition,,,,,,,,betacode:E)N,E)N
LXX-Exod-025-015-002,τοῖς,15,2,strong:G3588,G3588,packard:RA-DPM,RA-DPM,Article,,,,,Plural,Dative,Masculine,betacode:TOI=S,TOI=S
LXX-Exod-025-015-003,δακτυλίοις,15,3,strong:G1146,G1146,packard:N2-DPM,N2-DPM,Noun,,,,,Plural,Dative,Masculine,betacode:DAKTULI/OIS,DAKTULI/OIS
LXX-Exod-025-015-004,τῆς,15,4,strong:G3588,G3588,packard:RA-GSF,RA-GSF,Article,,,,,Singular,Genitive,Feminine,betacode:TH=S,TH=S
LXX-Exod-025-015-005,κιβωτοῦ,15,5,strong:G2787,G2787,packard:N2-GSF,N2-GSF,Noun,,,,,Singular,Genitive,Feminine,betacode:KIBWTOU=,KIBWTOU=
LXX-Exod-025-015-006,ἔσονται,15,6,strong:G2071,G2071,packard:VF-FMI3P,VF-FMI3P,Verb,Future,Middle,Indicative,3,Plural,,,betacode:E)/SONTAI,E)/SONTAI
LXX-Exod-025-015-007,οἱ,15,7,strong:G3588,G3588,packard:RA-NPM,RA-NPM,Article,,,,,Plural,Nominative,Masculine,betacode:OI(,OI(
LXX-Exod-025-015-008,ἀναφορεῖς,15,8,,,packard:N3V-NPM,N3V-NPM,Noun,,,,,Plural,Nominative,Masculine,betacode:A)NAFOREI=S,A)NAFOREI=S
LXX-Exod-025-015-009,ἀκίνητοι,15,9,,,packard:A1B-NPM,A1B-NPM,Adjective,,,,,Plural,Nominative,Masculine,betacode:A)KI/NHTOI,A)KI/NHTOI
16,16,16,,,,,,,,,,,,,,,
LXX-Exod-025-016-001,καὶ,16,1,strong:G2532,G2532,packard:C,C,Conjunction,,,,,,,,betacode:KAI\,KAI\
LXX-Exod-025-016-002,ἐμβαλεῖς,16,2,strong:G1685,G1685,packard:VF2-FAI2S,VF2-FAI2S,Verb,Future,Active,Indicative,2,Singular,,,betacode:E)MBALEI=S,E)MBALEI=S
LXX-Exod-025-016-003,εἰς,16,3,strong:G1519,G1519,packard:P,P,Preposition,,,,,,,,betacode:EI)S,EI)S
LXX-Exod-025-016-004,τὴν,16,4,strong:G3588,G3588,packard:RA-ASF,RA-ASF,Article,,,,,Singular,Accusative,Feminine,betacode:TH\N,TH\N
LXX-Exod-025-016-005,κιβωτὸν,16,5,strong:G2787,G2787,packard:N2-ASF,N2-ASF,Noun,,,,,Singular,Accusative,Feminine,betacode:KIBWTO\N,KIBWTO\N
LXX-Exod-025-016-006,τὰ,16,6,strong:G3588,G3588,packard:RA-APN,RA-APN,Article,,,,,Plural,Accusative,Neuter,betacode:TA\,TA\
LXX-Exod-025-016-007,μαρτύρια,16,7,strong:G3141,G3141,packard:N2N-APN,N2N-APN,Noun,,,,,Plural,Accusative,Neuter,betacode:MARTU/RIA,MARTU/RIA
LXX-Exod-025-016-008,ἃ,16,8,strong:G3739,G3739,packard:RR-APN,RR-APN,Relative Pronoun,,,,,Plural,Accusative,Neuter,betacode:A(\,A(\
LXX-Exod-025-016-009,ἂν,16,9,strong:G302,G302,packard:X,X,Particle,,,,,,,,betacode:A)\N,A)\N
LXX-Exod-025-016-010,δῶ,16,10,strong:G1325,G1325,packard:VO-AAS1S,VO-AAS1S,Verb,Aorist,Active,Subjunctive,1,Singular,,,betacode:DW=,DW=
LXX-Exod-025-016-011,σοι,16,11,strong:G4671,G4671,packard:RP-DS,RP-DS,Personal/Possessive Pronoun,,,,,Singular,Dative,,betacode:SOI,SOI
17,17,17,,,,,,,,,,,,,,,
LXX-Exod-025-017-001,καὶ,17,1,strong:G2532,G2532,packard:C,C,Conjunction,,,,,,,,betacode:KAI\,KAI\
LXX-Exod-025-017-002,ποιήσεις,17,2,strong:G4160,G4160,packard:VF-FAI2S,VF-FAI2S,Verb,Future,Active,Indicative,2,Singular,,,betacode:POIH/SEIS,POIH/SEIS
LXX-Exod-025-017-003,ἱλαστήριον,17,3,strong:G2435,G2435,packard:N2-ASN,N2-ASN,Noun,,,,,Singular,Accusative,Neuter,betacode:I(LASTH/RION,I(LASTH/RION
LXX-Exod-025-017-004,ἐπίθεμα,17,4,,,packard:N3M-ASN,N3M-ASN,Noun,,,,,Singular,Accusative,Neuter,betacode:E)PI/QEMA,E)PI/QEMA
LXX-Exod-025-017-005,χρυσίου,17,5,strong:G5553,G5553,packard:N2N-GSN,N2N-GSN,Noun,,,,,Singular,Genitive,Neuter,betacode:XRUSI/OU,XRUSI/OU
LXX-Exod-025-017-006,καθαροῦ,17,6,strong:G2513,G2513,packard:A1A-GSN,A1A-GSN,Adjective,,,,,Singular,Genitive,Neuter,betacode:KAQAROU=,KAQAROU=
LXX-Exod-025-017-007,δύο,17,7,strong:G1417,G1417,packard:M,M,Numeral,,,,,,,,betacode:DU/O,DU/O
LXX-Exod-025-017-008,πήχεων,17,8,strong:G4083,G4083,packard:N3E-GPM,N3E-GPM,Noun,,,,,Plural,Genitive,Masculine,betacode:PH/XEWN,PH/XEWN
LXX-Exod-025-017-009,καὶ,17,9,strong:G2532,G2532,packard:C,C,Conjunction,,,,,,,,betacode:KAI\,KAI\
LXX-Exod-025-017-010,ἡμίσους,17,10,,,packard:A3U-GSN,A3U-GSN,Adjective,,,,,Singular,Genitive,Neuter,betacode:H(MI/SOUS,H(MI/SOUS
LXX-Exod-025-017-011,τὸ,17,11,strong:G3588,G3588,packard:RA-ASN,RA-ASN,Article,,,,,Singular,Accusative,Neuter,betacode:TO\,TO\
LXX-Exod-025-017-012,μῆκος,17,12,strong:G3372,G3372,packard:N3E-ASN,N3E-ASN,Noun,,,,,Singular,Accusative,Neuter,betacode:MH=KOS,MH=KOS
LXX-Exod-025-017-013,καὶ,17,13,strong:G2532,G2532,packard:C,C,Conjunction,,,,,,,,betacode:KAI\,KAI\
LXX-Exod-025-017-014,πήχεος,17,14,strong:G4083,G4083,packard:N3E-GSM,N3E-GSM,Noun,,,,,Singular,Genitive,Masculine,betacode:PH/XEOS,PH/XEOS
LXX-Exod-025-017-015,καὶ,17,15,strong:G2532,G2532,packard:C,C,Conjunction,,,,,,,,betacode:KAI\,KAI\
LXX-Exod-025-017-016,ἡμίσους,17,16,,,packard:A3U-GSN,A3U-GSN,Adjective,,,,,Singular,Genitive,Neuter,betacode:H(MI/SOUS,H(MI/SOUS
LXX-Exod-025-017-017,τὸ,17,17,strong:G3588,G3588,packard:RA-ASN,RA-ASN,Article,,,,,Singular,Accusative,Neuter,betacode:TO\,TO\
LXX-Exod-025-017-018,πλάτος,17,18,strong:G4114,G4114,packard:N3E-ASN,N3E-ASN,Noun,,,,,Singular,Accusative,Neuter,betacode:PLA/TOS,PLA/TOS
18,18,18,,,,,,,,,,,,,,,
LXX-Exod-025-018-001,καὶ,18,1,strong:G2532,G2532,packard:C,C,Conjunction,,,,,,,,betacode:KAI\,KAI\
LXX-Exod-025-018-002,ποιήσεις,18,2,strong:G4160,G4160,packard:VF-FAI2S,VF-FAI2S,Verb,Future,Active,Indicative,2,Singular,,,betacode:POIH/SEIS,POIH/SEIS
LXX-Exod-025-018-003,δύο,18,3,strong:G1417,G1417,packard:M,M,Numeral,,,,,,,,betacode:DU/O,DU/O
LXX-Exod-025-018-004,χερουβιμ,18,4,strong:G5502,G5502,packard:N-APN,N-APN,Noun,,,,,Plural,Accusative,Neuter,betacode:XEROUBIM,XEROUBIM
LXX-Exod-025-018-005,χρυσᾶ,18,5,strong:G5552,G5552,packard:A1C-APN,A1C-APN,Adjective,,,,,Plural,Accusative,Neuter,betacode:XRUSA=,XRUSA=
LXX-Exod-025-018-006,τορευτὰ,18,6,,,packard:A1-APN,A1-APN,Adjective,,,,,Plural,Accusative,Neuter,betacode:TOREUTA\,TOREUTA\
LXX-Exod-025-018-007,καὶ,18,7,strong:G2532,G2532,packard:C,C,Conjunction,,,,,,,,betacode:KAI\,KAI\
LXX-Exod-025-018-008,ἐπιθήσεις,18,8,,,packard:VF-FAI2S,VF-FAI2S,Verb,Future,Active,Indicative,2,Singular,,,betacode:E)PIQH/SEIS,E)PIQH/SEIS
LXX-Exod-025-018-009,αὐτὰ,18,9,strong:G846,G846,packard:RD-APN,RD-APN,Demonstrative Pronoun,,,,,Plural,Accusative,Neuter,betacode:AU)TA\,AU)TA\
LXX-Exod-025-018-010,ἐξ,18,10,strong:G1537,G1537,packard:P,P,Preposition,,,,,,,,betacode:E)C,E)C
LXX-Exod-025-018-011,ἀμφοτέρων,18,11,,,packard:A1A-GPN,A1A-GPN,Adjective,,,,,Plural,Genitive,Neuter,betacode:A)MFOTE/RWN,A)MFOTE/RWN
LXX-Exod-025-018-012,τῶν,18,12,strong:G3588,G3588,packard:RA-GPN,RA-GPN,Article,,,,,Plural,Genitive,Neuter,betacode:TW=N,TW=N
LXX-Exod-025-018-013,κλιτῶν,18,13,,,packard:N3E-GPN,N3E-GPN,Noun,,,,,Plural,Genitive,Neuter,betacode:KLITW=N,KLITW=N
LXX-Exod-025-018-014,τοῦ,18,14,strong:G3588,G3588,packard:RA-GSN,RA-GSN,Article,,,,,Singular,Genitive,Neuter,betacode:TOU=,TOU=
LXX-Exod-025-018-015,ἱλαστηρίου,18,15,strong:G2435,G2435,packard:N2-GSN,N2-GSN,Noun,,,,,Singular,Genitive,Neuter,betacode:I(LASTHRI/OU,I(LASTHRI/OU
19,19,19,,,,,,,,,,,,,,,
LXX-Exod-025-019-001,ποιηθήσονται,19,1,strong:G4160,G4160,packard:VC-FPI3P,VC-FPI3P,Verb,Future,Passive,Indicative,3,Plural,,,betacode:POIHQH/SONTAI,POIHQH/SONTAI
LXX-Exod-025-019-002,χερουβ,19,2,,,packard:N-NSM,N-NSM,Noun,,,,,Singular,Nominative,Masculine,betacode:XEROUB,XEROUB
LXX-Exod-025-019-003,εἷς,19,3,strong:G1520,G1520,packard:A3-NSM,A3-NSM,Adjective,,,,,Singular,Nominative,Masculine,betacode:EI(=S,EI(=S
LXX-Exod-025-019-004,ἐκ,19,4,strong:G1537,G1537,packard:P,P,Preposition,,,,,,,,betacode:E)K,E)K
LXX-Exod-025-019-005,τοῦ,19,5,strong:G3588,G3588,packard:RA-GSN,RA-GSN,Article,,,,,Singular,Genitive,Neuter,betacode:TOU=,TOU=
LXX-Exod-025-019-006,κλίτους,19,6,,,packard:N3E-GSN,N3E-GSN,Noun,,,,,Singular,Genitive,Neuter,betacode:KLI/TOUS,KLI/TOUS
LXX-Exod-025-019-007,τούτου,19,7,strong:G3778,G3778,packard:RD-GSN,RD-GSN,Demonstrative Pronoun,,,,,Singular,Genitive,Neuter,betacode:TOU/TOU,TOU/TOU
LXX-Exod-025-019-008,καὶ,19,8,strong:G2532,G2532,packard:C,C,Conjunction,,,,,,,,betacode:KAI\,KAI\
LXX-Exod-025-019-009,χερουβ,19,9,,,packard:N-ASM,N-ASM,Noun,,,,,Singular,Accusative,Masculine,betacode:XEROUB,XEROUB
LXX-Exod-025-019-010,εἷς,19,10,strong:G1520,G1520,packard:A3-NSM,A3-NSM,Adjective,,,,,Singular,Nominative,Masculine,betacode:EI(=S,EI(=S
LXX-Exod-025-019-011,ἐκ,19,11,strong:G1537,G1537,packard:P,P,Preposition,,,,,,,,betacode:E)K,E)K
LXX-Exod-025-019-012,τοῦ,19,12,strong:G3588,G3588,packard:RA-GSN,RA-GSN,Article,,,,,Singular,Genitive,Neuter,betacode:TOU=,TOU=
LXX-Exod-025-019-013,κλίτους,19,13,,,packard:N3E-GSN,N3E-GSN,Noun,,,,,Singular,Genitive,Neuter,betacode:KLI/TOUS,KLI/TOUS
LXX-Exod-025-019-014,τοῦ,19,14,strong:G3588,G3588,packard:RA-GSN,RA-GSN,Article,,,,,Singular,Genitive,Neuter,betacode:TOU=,TOU=
LXX-Exod-025-019-015,δευτέρου,19,15,strong:G1208,G1208,packard:A1A-GSN,A1A-GSN,Adjective,,,,,Singular,Genitive,Neuter,betacode:DEUTE/ROU,DEUTE/ROU
LXX-Exod-025-019-016,τοῦ,19,16,strong:G3588,G3588,packard:RA-GSN,RA-GSN,Article,,,,,Singular,Genitive,Neuter,betacode:TOU=,TOU=
LXX-Exod-025-019-017,ἱλαστηρίου,19,17,strong:G2435,G2435,packard:N2-GSN,N2-GSN,Noun,,,,,Singular,Genitive,Neuter,betacode:I(LASTHRI/OU,I(LASTHRI/OU
LXX-Exod-025-019-018,καὶ,19,18,strong:G2532,G2532,packard:C,C,Conjunction,,,,,,,,betacode:KAI\,KAI\
LXX-Exod-025-019-019,ποιήσεις,19,19,strong:G4160,G4160,packard:VF-FAI2S,VF-FAI2S,Verb,Future,Active,Indicative,2,Singular,,,betacode:POIH/SEIS,POIH/SEIS
LXX-Exod-025-019-020,τοὺς,19,20,strong:G3588,G3588,packard:RA-APM,RA-APM,Article,,,,,Plural,Accusative,Masculine,betacode:TOU\S,TOU\S
LXX-Exod-025-019-021,δύο,19,21,strong:G1417,G1417,packard:M,M,Numeral,,,,,,,,betacode:DU/O,DU/O
LXX-Exod-025-019-022,χερουβιμ,19,22,,,packard:N-APM,N-APM,Noun,,,,,Plural,Accusative,Masculine,betacode:XEROUBIM,XEROUBIM
LXX-Exod-025-019-023,ἐπὶ,19,23,strong:G1909,G1909,packard:P,P,Preposition,,,,,,,,betacode:E)PI\,E)PI\
LXX-Exod-025-019-024,τὰ,19,24,strong:G3588,G3588,packard:RA-APN,RA-APN,Article,,,,,Plural,Accusative,Neuter,betacode:TA\,TA\
LXX-Exod-025-019-025,δύο,19,25,strong:G1417,G1417,packard:M,M,Numeral,,,,,,,,betacode:DU/O,DU/O
LXX-Exod-025-019-026,κλίτη,19,26,,,packard:N3E-APN,N3E-APN,Noun,,,,,Plural,Accusative,Neuter,betacode:KLI/TH,KLI/TH
20,20,20,,,,,,,,,,,,,,,
LXX-Exod-025-020-001,ἔσονται,20,1,strong:G2071,G2071,packard:VF-FMI3P,VF-FMI3P,Verb,Future,Middle,Indicative,3,Plural,,,betacode:E)/SONTAI,E)/SONTAI
LXX-Exod-025-020-002,οἱ,20,2,strong:G3588,G3588,packard:RA-NPM,RA-NPM,Article,,,,,Plural,Nominative,Masculine,betacode:OI(,OI(
LXX-Exod-025-020-003,χερουβιμ,20,3,strong:G5502,G5502,packard:N-NPM,N-NPM,Noun,,,,,Plural,Nominative,Masculine,betacode:XEROUBIM,XEROUBIM
LXX-Exod-025-020-004,ἐκτείνοντες,20,4,strong:G1614,G1614,packard:V1-PAPNPM,V1-PAPNPM,Verb,Present,Active,Participle,,Plural,Nominative,Masculine,betacode:E)KTEI/NONTES,E)KTEI/NONTES
LXX-Exod-025-020-005,τὰς,20,5,strong:G3588,G3588,packard:RA-APF,RA-APF,Article,,,,,Plural,Accusative,Feminine,betacode:TA\S,TA\S
LXX-Exod-025-020-006,πτέρυγας,20,6,strong:G4420,G4420,packard:N3G-APF,N3G-APF,Noun,,,,,Plural,Accusative,Feminine,betacode:PTE/RUGAS,PTE/RUGAS
LXX-Exod-025-020-007,ἐπάνωθεν,20,7,,,packard:D,D,Adverb,,,,,,,,betacode:E)PA/NWQEN,E)PA/NWQEN
LXX-Exod-025-020-008,συσκιάζοντες,20,8,,,packard:V1-PAPNPM,V1-PAPNPM,Verb,Present,Active,Participle,,Plural,Nominative,Masculine,betacode:SUSKIA/ZONTES,SUSKIA/ZONTES
LXX-Exod-025-020-009,ταῖς,20,9,strong:G3588,G3588,packard:RA-DPF,RA-DPF,Article,,,,,Plural,Dative,Feminine,betacode:TAI=S,TAI=S
LXX-Exod-025-020-010,πτέρυξιν,20,10,strong:G4420,G4420,packard:N3G-DPF,N3G-DPF,Noun,,,,,Plural,Dative,Feminine,betacode:PTE/RUCIN,PTE/RUCIN
LXX-Exod-025-020-011,αὐτῶν,20,11,strong:G846,G846,packard:RD-GPM,RD-GPM,Demonstrative Pronoun,,,,,Plural,Genitive,Masculine,betacode:AU)TW=N,AU)TW=N
LXX-Exod-025-020-012,ἐπὶ,20,12,strong:G1909,G1909,packard:P,P,Preposition,,,,,,,,betacode:E)PI\,E)PI\
LXX-Exod-025-020-013,τοῦ,20,13,strong:G3588,G3588,packard:RA-GSN,RA-GSN,Article,,,,,Singular,Genitive,Neuter,betacode:TOU=,TOU=
LXX-Exod-025-020-014,ἱλαστηρίου,20,14,strong:G2435,G2435,packard:N2-GSN,N2-GSN,Noun,,,,,Singular,Genitive,Neuter,betacode:I(LASTHRI/OU,I(LASTHRI/OU
LXX-Exod-025-020-015,καὶ,20,15,strong:G2532,G2532,packard:C,C,Conjunction,,,,,,,,betacode:KAI\,KAI\
LXX-Exod-025-020-016,τὰ,20,16,strong:G3588,G3588,packard:RA-NPN,RA-NPN,Article,,,,,Plural,Nominative,Neuter,betacode:TA\,TA\
LXX-Exod-025-020-017,πρόσωπα,20,17,strong:G4383,G4383,packard:N2N-NPN,N2N-NPN,Noun,,,,,Plural,Nominative,Neuter,betacode:PRO/SWPA,PRO/SWPA
LXX-Exod-025-020-018,αὐτῶν,20,18,strong:G846,G846,packard:RD-GPM,RD-GPM,Demonstrative Pronoun,,,,,Plural,Genitive,Masculine,betacode:AU)TW=N,AU)TW=N
LXX-Exod-025-020-019,εἰς,20,19,strong:G1519,G1519,packard:P,P,Preposition,,,,,,,,betacode:EI)S,EI)S
LXX-Exod-025-020-020,ἄλληλα,20,20,,,packard:RD-APN,RD-APN,Demonstrative Pronoun,,,,,Plural,Accusative,Neuter,betacode:A)/LLHLA,A)/LLHLA
LXX-Exod-025-020-021,εἰς,20,21,strong:G1519,G1519,packard:P,P,Preposition,,,,,,,,betacode:EI)S,EI)S
LXX-Exod-025-020-022,τὸ,20,22,strong:G3588,G3588,packard:RA-ASN,RA-ASN,Article,,,,,Singular,Accusative,Neuter,betacode:TO\,TO\
LXX-Exod-025-020-023,ἱλαστήριον,20,23,strong:G2435,G2435,packard:N2-ASN,N2-ASN,Noun,,,,,Singular,Accusative,Neuter,betacode:I(LASTH/RION,I(LASTH/RION
LXX-Exod-025-020-024,ἔσονται,20,24,strong:G2071,G2071,packard:VF-FMI3P,VF-FMI3P,Verb,Future,Middle,Indicative,3,Plural,,,betacode:E)/SONTAI,E)/SONTAI
LXX-Exod-025-020-025,τὰ,20,25,strong:G3588,G3588,packard:RA-APN,RA-APN,Article,,,,,Plural,Accusative,Neuter,betacode:TA\,TA\
LXX-Exod-025-020-026,πρόσωπα,20,26,strong:G4383,G4383,packard:N2N-APN,N2N-APN,Noun,,,,,Plural,Accusative,Neuter,betacode:PRO/SWPA,PRO/SWPA
LXX-Exod-025-020-027,τῶν,20,27,strong:G3588,G3588,packard:RA-GPM,RA-GPM,Article,,,,,Plural,Genitive,Masculine,betacode:TW=N,TW=N
LXX-Exod-025-020-028,χερουβιμ,20,28,strong:G5502,G5502,packard:N-GPM,N-GPM,Noun,,,,,Plural,Genitive,Masculine,betacode:XEROUBIM,XEROUBIM
