key,word,verse,word_num,lemma,strongs,morph,morphology,Part of Speech,Tense,Voice,Mood,Person,Number,Case,Gender,xlit,betacode
WLC-Exod-001-017-005,וְלֹ֣א,17,5,c/3808,H3808,HC/Tn,HC/Tn,Particle (Negative),,,,,,,,,
WLC-Exod-001-017-006,עָשׂ֔וּ,17,6,6213 a,H6213,HVqp3cp,HVqp3cp,Verb,Perfect,Qal,Indicative,3,Plural,,Common,,
WLC-Exod-001-017-007,כַּאֲשֶׁ֛ר,17,7,k/834 d,H834,HR/Tr,HR/Tr,Particle (Relative),,,,,,,,,
WLC-Exod-001-017-008,דִּבֶּ֥ר,17,8,1696,H1696,HVpp3ms,HVpp3ms,Verb,Perfect,Piel,Indicative,3,Singular,,Masculine,,
WLC-Exod-001-017-009,אֲלֵיהֶ֖ן,17,9,413,H413,HR/Sp3fp,HR/Sp3fp,Suffix (Pronominal),,,,3,Plural,,Feminine,,
WLC-Exod-001-017-010,מֶ֣לֶךְ,17,10,4428,H4428,HNcmsc,HNcmsc,Noun (Common),,,,,Singular,Construct,Masculine,,
WLC-Exod-001-017-011,מִצְרָ֑יִם,17,11,4714,H4714,HNp,HNp,Noun (Proper name),,,,,,,,,
WLC-Exod-001-017-012,וַתְּחַיֶּ֖יןָ,17,12,c/2421,H2421,HC/Vpw3fp,HC/Vpw3fp,Verb,Sequential imperfect,Piel,Indicative,3,Plural,,Feminine,,
WLC-Exod-001-017-013,אֶת,17,13,853,H853,HTo,HTo,Particle (Direct object marker),,,,,,,,,
WLC-Exod-001-017-014,הַיְלָדִֽים,17,14,d/3206,H3206,HTd/Ncmpa,HTd/Ncmpa,Noun (Common),,,,,Plural,Absolute,Masculine,,
,18,18,,,,,,,,,,,,,,,
WLC-Exod-001-018-001,וַיִּקְרָ֤א,18,1,c/7121,H7121,HC/Vqw3ms,HC/Vqw3ms,Verb,Sequential imperfect,Qal,Indicative,3,Singular,,Masculine,,
WLC-Exod-001-018-002,מֶֽלֶךְ,18,2,4428,H4428,HNcmsc,HNcmsc,Noun (Common),,,,,Singular,Construct,Masculine,,
WLC-Exod-001-018-003,מִצְרַ֨יִם֙,18,3,4714,H4714,HNp,HNp,Noun (Proper name),,,,,,,,,
WLC-Exod-001-018-004,לַֽמְיַלְּדֹ֔ת,18,4,l/3205,H3205,HRd/Vprfpa,HRd/Vprfpa,Verb,Participle active,Piel,Participle,,Plural,Absolute,Feminine,,
WLC-Exod-001-018-005,וַיֹּ֣אמֶר,18,5,c/559,H559,HC/Vqw3ms,HC/Vqw3ms,Verb,Sequential imperfect,Qal,Indicative,3,Singular,,Masculine,,
WLC-Exod-001-018-006,לָהֶ֔ן,18,6,l,,HR/Sp3fp,HR/Sp3fp,Suffix (Pronominal),,,,3,Plural,,Feminine,,
WLC-Exod-001-018-007,מַדּ֥וּעַ,18,7,4069,H4069,HTi,HTi,Particle (Interrogative),,,,,,,,,
WLC-Exod-001-018-008,עֲשִׂיתֶ֖ן,18,8,6213 a,H6213,HVqp2fp,HVqp2fp,Verb,Perfect,Qal,Indicative,2,Plural,,Feminine,,
WLC-Exod-001-018-009,הַדָּבָ֣ר,18,9,d/1697,H1697,HTd/Ncmsa,HTd/Ncmsa,Noun (Common),,,,,Singular,Absolute,Masculine,,
WLC-Exod-001-018-010,הַזֶּ֑ה,18,10,d/2088,H2088,HTd/Pdxms,HTd/Pdxms,Pronoun (Demonstrative),,,,x,Singular,,Masculine,,
WLC-Exod-001-018-011,וַתְּחַיֶּ֖יןָ,18,11,c/2421,H2421,HC/Vpw2fp,HC/Vpw2fp,Verb,Sequential imperfect,Piel,Indicative,2,Plural,,Feminine,,
WLC-Exod-001-018-012,אֶת,18,12,853,H853,HTo,HTo,Particle (Direct object marker),,,,,,,,,
WLC-Exod-001-018-013,הַיְלָדִֽים,18,13,d/3206,H3206,HTd/Ncmpa,HTd/Ncmpa,Noun (Common),,,,,Plural,Absolute,Masculine,,
,19,19,,,,,,,,,,,,,,,
WLC-Exod-001-019-001,וַתֹּאמַ֤רְןָ,19,1,c/559,H559,HC/Vqw3fp,HC/Vqw3fp,Verb,Sequential imperfect,Qal,Indicative,3,Plural,,Feminine,,
WLC-Exod-001-019-002,הַֽמְיַלְּדֹת֙,19,2,d/3205,H3205,HTd/Vprfpa,HTd/Vprfpa,Verb,Participle active,Piel,Participle,,Plural,Absolute,Feminine,,
WLC-Exod-001-019-003,אֶל,19,3,413,H413,HR,HR,Preposition,,,,,,,,,
WLC-Exod-001-019-004,פַּרְעֹ֔ה,19,4,6547,H6547,HNp,HNp,Noun (Proper name),,,,,,,,,
WLC-Exod-001-019-005,כִּ֣י,19,5,3588 a,H3588,HC,HC,Conjunction,,,,,,,,,
WLC-Exod-001-019-006,לֹ֧א,19,6,3808,H3808,HTn,HTn,Particle (Negative),,,,,,,,,
WLC-Exod-001-019-007,כַנָּשִׁ֛ים,19,7,k/802,H802,HRd/Ncfpa,HRd/Ncfpa,Noun (Common),,,,,Plural,Absolute,Feminine,,
WLC-Exod-001-019-008,הַמִּצְרִיֹּ֖ת,19,8,d/4713,H4713,HTd/Ngfpa,HTd/Ngfpa,Noun (Gentilic),,,,,Plural,Absolute,Feminine,,
WLC-Exod-001-019-009,הָֽעִבְרִיֹּ֑ת,19,9,d/5680,H5680,HTd/Ngfpa,HTd/Ngfpa,Noun (Gentilic),,,,,Plural,Absolute,Feminine,,
WLC-Exod-001-019-010,כִּֽי,19,10,3588 a,H3588,HC,HC,Conjunction,,,,,,,,,
WLC-Exod-001-019-011,חָי֣וֹת,19,11,2422,H2422,HAafpa,HAafpa,Adjective,,,,,Plural,Absolute,Feminine,,
WLC-Exod-001-019-012,הֵ֔נָּה,19,12,2007,H2007,HPp3fp,HPp3fp,Pronoun (Personal),,,,3,Plural,,Feminine,,
WLC-Exod-001-019-013,בְּטֶ֨רֶם,19,13,b/2962,H2962,HR/D,HR/D,Adverb,,,,,,,,,
WLC-Exod-001-019-014,תָּב֧וֹא,19,14,935,H935,HVqi3fs,HVqi3fs,Verb,Imperfect,Qal,Indicative,3,Singular,,Feminine,,
WLC-Exod-001-019-015,אֲלֵהֶ֛ן,19,15,413,H413,HR/Sp3fp,HR/Sp3fp,Suffix (Pronominal),,,,3,Plural,,Feminine,,
WLC-Exod-001-019-016,הַמְיַלֶּ֖דֶת,19,16,d/3205,H3205,HTd/Vprfsa,HTd/Vprfsa,Verb,Participle active,Piel,Participle,,Singular,Absolute,Feminine,,
WLC-Exod-001-019-017,וְיָלָֽדוּ,19,17,c/3205,H3205,HC/Vqp3cp,HC/Vqp3cp,Verb,Perfect,Qal,Indicative,3,Plural,,Common,,
,20,20,,,,,,,,,,,,,,,
WLC-Exod-001-020-001,וַיֵּ֥יטֶב,20,1,c/3190,H3190,HC/Vhw3ms,HC/Vhw3ms,Verb,Sequential imperfect,Hiphil,Indicative,3,Singular,,Masculine,,
WLC-Exod-001-020-002,אֱלֹהִ֖ים,20,2,430,H430,HNcmpa,HNcmpa,Noun (Common),,,,,Plural,Absolute,Masculine,,
WLC-Exod-001-020-003,לַֽמְיַלְּדֹ֑ת,20,3,l/3205,H3205,HRd/Vprfpa,HRd/Vprfpa,Verb,Participle active,Piel,Participle,,Plural,Absolute,Feminine,,
WLC-Exod-001-020-004,וַיִּ֧רֶב,20,4,c/7235 a,H7235,HC/Vqw3ms,HC/Vqw3ms,Verb,Sequential imperfect,Qal,Indicative,3,Singular,,Masculine,,
WLC-Exod-001-020-005,הָעָ֛ם,20,5,d/5971 a,H5971,HTd/Ncmsa,HTd/Ncmsa,Noun (Common),,,,,Singular,Absolute,Masculine,,
WLC-Exod-001-020-006,וַיַּֽעַצְמ֖וּ,20,6,c/6105 a,H6105,HC/Vqw3mp,HC/Vqw3mp,Verb,Sequential imperfect,Qal,Indicative,3,Plural,,Masculine,,
WLC-Exod-001-020-007,מְאֹֽד,20,7,3966,H3966,HD,HD,Adverb,,,,,,,,,
,21,21,,,,,,,,,,,,,,,
WLC-Exod-001-021-001,וַיְהִ֕י,21,1,c/1961,H1961,HC/Vqw3ms,HC/Vqw3ms,Verb,Sequential imperfect,Qal,Indicative,3,Singular,,Masculine,,
WLC-Exod-001-021-002,כִּֽי,21,2,3588 a,H3588,HC,HC,Conjunction,,,,,,,,,
WLC-Exod-001-021-003,יָֽרְא֥וּ,21,3,3372,H3372,HVqp3cp,HVqp3cp,Verb,Perfect,Qal,Indicative,3,Plural,,Common,,
WLC-Exod-001-021-004,הַֽמְיַלְּדֹ֖ת,21,4,d/3205,H3205,HTd/Vprfpa,HTd/Vprfpa,Verb,Participle active,Piel,Participle,,Plural,Absolute,Feminine,,
WLC-Exod-001-021-005,אֶת,21,5,853,H853,HTo,HTo,Particle (Direct object marker),,,,,,,,,
WLC-Exod-001-021-006,הָאֱלֹהִ֑ים,21,6,d/430,H430,HTd/Ncmpa,HTd/Ncmpa,Noun (Common),,,,,Plural,Absolute,Masculine,,
WLC-Exod-001-021-007,וַיַּ֥עַשׂ,21,7,c/6213 a,H6213,HC/Vqw3ms,HC/Vqw3ms,Verb,Sequential imperfect,Qal,Indicative,3,Singular,,Masculine,,
WLC-Exod-001-021-008,לָהֶ֖ם,21,8,l,,HR/Sp3mp,HR/Sp3mp,Suffix (Pronominal),,,,3,Plural,,Masculine,,
WLC-Exod-001-021-009,בָּתִּֽים,21,9,1004 b,H1004,HNcmpa,HNcmpa,Noun (Common),,,,,Plural,Absolute,Masculine,,
,22,22,,,,,,,,,,,,,,,
WLC-Exod-001-022-001,וַיְצַ֣ו,22,1,c/6680,H6680,HC/Vpw3ms,HC/Vpw3ms,Verb,Sequential imperfect,Piel,Indicative,3,Singular,,Masculine,,
WLC-Exod-001-022-002,פַּרְעֹ֔ה,22,2,6547,H6547,HNp,HNp,Noun (Proper name),,,,,,,,,
WLC-Exod-001-022-003,לְכָל,22,3,l/3605,H3605,HR/Ncmsc,HR/Ncmsc,Noun (Common),,,,,Singular,Construct,Masculine,,
WLC-Exod-001-022-004,עַמּ֖וֹ,22,4,5971 a,H5971,HNcmsc/Sp3ms,HNcmsc/Sp3ms,Suffix (Pronominal),,,,3,Singular,Construct,Masculine,,
WLC-Exod-001-022-005,לֵאמֹ֑ר,22,5,l/559,H559,HR/Vqc,HR/Vqc,Verb,Infinitive construct,Qal,Infinitive,,,,,,
WLC-Exod-001-022-006,כָּל,22,6,3605,H3605,HNcmsc,HNcmsc,Noun (Common),,,,,Singular,Construct,Masculine,,
WLC-Exod-001-022-007,הַבֵּ֣ן,22,7,d/1121 a,H1121,HTd/Ncmsa,HTd/Ncmsa,Noun (Common),,,,,Singular,Absolute,Masculine,,
WLC-Exod-001-022-008,הַיִּלּ֗וֹד,22,8,d/3209,H3209,HTd/Aamsa,HTd/Aamsa,a,,,,,,,,,
WLC-Exod-001-022-009,הַיְאֹ֨רָה֙,22,9,d/2975,H2975,HTd/Np/Sd,HTd/Np/Sd,Suffix,,,,,,,,,
WLC-Exod-001-022-010,תַּשְׁלִיכֻ֔הוּ,22,10,7993,H7993,HVhi2mp/Sp3ms,HVhi2mp/Sp3ms,Suffix (Pronominal),Imperfect,Hiphil,Indicative,3,Singular,,Masculine,,
WLC-Exod-001-022-011,וְכָל,22,11,c/3605,H3605,HC/Ncmsc,HC/Ncmsc,Noun (Common),,,,,Singular,Construct,Masculine,,
WLC-Exod-001-022-012,הַבַּ֖ת,22,12,d/1323,H1323,HTd/Ncfsa,HTd/Ncfsa,Noun (Common),,,,,Singular,Absolute,Feminine,,
WLC-Exod-001-022-013,תְּחַיּֽוּן,22,13,2421,H2421,HVpi2mp/Sn,HVpi2mp/Sn,Suffix,Imperfect,Piel,Indicative,2,Plural,,Masculine,,
