key,word,verse,word_num,lemma,strongs,morph,morphology,Part of Speech,Tense,Voice,Mood,Person,Number,Case,Gender,xlit,betacode
WLC-Exod-001-003-001,יִשָּׂשכָ֥ר,3,1,3485,H3485,HNp,HNp,Noun (Proper name),,,,,,,,,
WLC-Exod-001-003-002,זְבוּלֻ֖ן,3,2,2074,H2074,HNp,HNp,Noun (Proper name),,,,,,,,,
WLC-Exod-001-003-003,וּבְנְיָמִֽן,3,3,c/1144,H1144,HC/Np,HC/Np,Noun (Proper name),,,,,,,,,
,4,4,,,,,,,,,,,,,,,
WLC-Exod-001-004-001,דָּ֥ן,4,1,1835,H1835,HNp,HNp,Noun (Proper name),,,,,,,,,
WLC-Exod-001-004-002,וְנַפְתָּלִ֖י,4,2,c/5321,H5321,HC/Np,HC/Np,Noun (Proper name),,,,,,,,,
WLC-Exod-001-004-003,גָּ֥ד,4,3,1410,H1410,HNp,HNp,Noun (Proper name),,,,,,,,,
WLC-Exod-001-004-004,וְאָשֵֽׁר,4,4,c/836,H836,HC/Np,HC/Np,Noun (Proper name),,,,,,,,,
,5,5,,,,,,,,,,,,,,,
WLC-Exod-001-005-001,וַֽיְהִ֗י,5,1,c/1961,H1961,HC/Vqw3ms,HC/Vqw3ms,Verb,Sequential imperfect,Qal,Indicative,3,Singular,,Masculine,,
WLC-Exod-001-005-002,כָּל,5,2,3605,H3605,HNcmsc,HNcmsc,Noun (Common),,,,,Singular,Construct,Masculine,,
WLC-Exod-001-005-003,נֶ֛פֶשׁ,5,3,5315,H5315,HNcbsc,HNcbsc,Noun (Common),,,,,Singular,Construct,Both,,
WLC-Exod-001-005-004,יֹצְאֵ֥י,5,4,3318,H3318,HVqrmpc,HVqrmpc,Verb,Participle active,Qal,Participle,,Plural,Construct,Masculine,,
WLC-Exod-001-005-005,יֶֽרֶךְ,5,5,3409,H3409,HNcfsc,HNcfsc,Noun (Common),,,,,Singular,Construct,Feminine,,
WLC-Exod-001-005-006,יַעֲקֹ֖ב,5,6,3290,H3290,HNp,HNp,Noun (Proper name),,,,,,,,,
WLC-Exod-001-005-007,שִׁבְעִ֣ים,5,7,7657,H7657,HAcbpa,HAcbpa,Adjective,,,,,Plural,Absolute,Both,,
WLC-Exod-001-005-008,נָ֑פֶשׁ,5,8,5315,H5315,HNcbsa,HNcbsa,Noun (Common),,,,,Singular,Absolute,Both,,
WLC-Exod-001-005-009,וְיוֹסֵ֖ף,5,9,c/3130,H3130,HC/Np,HC/Np,Noun (Proper name),,,,,,,,,
WLC-Exod-001-005-010,הָיָ֥ה,5,10,1961,H1961,HVqp3ms,HVqp3ms,Verb,Perfect,Qal,Indicative,3,Singular,,Masculine,,
WLC-Exod-001-005-011,בְמִצְרָֽיִם,5,11,b/4714,H4714,HR/Np,HR/Np,Noun (Proper name),,,,,,,,,
,6,6,,,,,,,,,,,,,,,
WLC-Exod-001-006-001,וַיָּ֤מָת,6,1,c/4191,H4191,HC/Vqw3ms,HC/Vqw3ms,Verb,Sequential imperfect,Qal,Indicative,3,Singular,,Masculine,,
WLC-Exod-001-006-002,יוֹסֵף֙,6,2,3130,H3130,HNp,HNp,Noun (Proper name),,,,,,,,,
WLC-Exod-001-006-003,וְכָל,6,3,c/3605,H3605,HC/Ncmsc,HC/Ncmsc,Noun (Common),,,,,Singular,Construct,Masculine,,
WLC-Exod-001-006-004,אֶחָ֔יו,6,4,251,H251,HNcmpc/Sp3ms,HNcmpc/Sp3ms,Suffix (Pronominal),,,,3,Singular,Construct,Masculine,,
WLC-Exod-001-006-005,וְכֹ֖ל,6,5,c/3605,H3605,HC/Ncmsc,HC/Ncmsc,Noun (Common),,,,,Singular,Construct,Masculine,,
WLC-Exod-001-006-006,הַדּ֥וֹר,6,6,d/1755,H1755,HTd/Ncmsa,HTd/Ncmsa,Noun (Common),,,,,Singular,Absolute,Masculine,,
WLC-Exod-001-006-007,הַהֽוּא,6,7,d/1931,H1931,HTd/Pp3ms,HTd/Pp3ms,Pronoun (Personal),,,,3,Singular,,Masculine,,
,7,7,,,,,,,,,,,,,,,
WLC-Exod-001-007-001,וּבְנֵ֣י,7,1,c/1121 a,H1121,HC/Ncmpc,HC/Ncmpc,Noun (Common),,,,,Plural,Construct,Masculine,,
WLC-Exod-001-007-002,יִשְׂרָאֵ֗ל,7,2,3478,H3478,HNp,HNp,Noun (Proper name),,,,,,,,,
WLC-Exod-001-007-003,פָּר֧וּ,7,3,6509,H6509,HVqp3cp,HVqp3cp,Verb,Perfect,Qal,Indicative,3,Plural,,Common,,
WLC-Exod-001-007-004,וַֽיִּשְׁרְצ֛וּ,7,4,c/8317,H8317,HC/Vqw3mp,HC/Vqw3mp,Verb,Sequential imperfect,Qal,Indicative,3,Plural,,Masculine,,
WLC-Exod-001-007-005,וַיִּרְבּ֥וּ,7,5,c/7235 a,H7235,HC/Vqw3mp,HC/Vqw3mp,Verb,Sequential imperfect,Qal,Indicative,3,Plural,,Masculine,,
WLC-Exod-001-007-006,וַיַּֽעַצְמ֖וּ,7,6,c/6105 a,H6105,HC/Vqw3mp,HC/Vqw3mp,Verb,Sequential imperfect,Qal,Indicative,3,Plural,,Masculine,,
WLC-Exod-001-007-007,בִּמְאֹ֣ד,7,7,b/3966,H3966,HR/D,HR/D,Adverb,,,,,,,,,
WLC-Exod-001-007-008,מְאֹ֑ד,7,8,3966,H3966,HD,HD,Adverb,,,,,,,,,
WLC-Exod-001-007-009,וַתִּמָּלֵ֥א,7,9,c/4390,H4390,HC/VNw3fs,HC/VNw3fs,Verb,Sequential imperfect,Niphal,Indicative,3,Singular,,Feminine,,
WLC-Exod-001-007-010,הָאָ֖רֶץ,7,10,d/776,H776,HTd/Ncbsa,HTd/Ncbsa,Noun (Common),,,,,Singular,Absolute,Both,,
WLC-Exod-001-007-011,אֹתָֽם,7,11,853,H853,HTo/Sp3mp,HTo/Sp3mp,Suffix (Pronominal),,,,3,Plural,,Masculine,,
,8,8,,,,,,,,,,,,,,,
WLC-Exod-001-008-001,וַיָּ֥קָם,8,1,c/6965 b,H6965,HC/Vqw3ms,HC/Vqw3ms,Verb,Sequential imperfect,Qal,Indicative,3,Singular,,Masculine,,
WLC-Exod-001-008-002,מֶֽלֶךְ,8,2,4428,H4428,HNcmsa,HNcmsa,Noun (Common),,,,,Singular,Absolute,Masculine,,
WLC-Exod-001-008-003,חָדָ֖שׁ,8,3,2319,H2319,HAamsa,HAamsa,Adjective,,,,,Singular,Absolute,Masculine,,
WLC-Exod-001-008-004,עַל,8,4,5921 a,H5921,HR,HR,Preposition,,,,,,,,,
WLC-Exod-001-008-005,מִצְרָ֑יִם,8,5,4714,H4714,HNp,HNp,Noun (Proper name),,,,,,,,,
WLC-Exod-001-008-006,אֲשֶׁ֥ר,8,6,834 a,H834,HTr,HTr,Particle (Relative),,,,,,,,,
WLC-Exod-001-008-007,לֹֽא,8,7,3808,H3808,HTn,HTn,Particle (Negative),,,,,,,,,
WLC-Exod-001-008-008,יָדַ֖ע,8,8,3045,H3045,HVqp3ms,HVqp3ms,Verb,Perfect,Qal,Indicative,3,Singular,,Masculine,,
WLC-Exod-001-008-009,אֶת,8,9,853,H853,HTo,HTo,Particle (Direct object marker),,,,,,,,,
WLC-Exod-001-008-010,יוֹסֵֽף,8,10,3130,H3130,HNp,HNp,Noun (Proper name),,,,,,,,,
,9,9,,,,,,,,,,,,,,,
WLC-Exod-001-009-001,וַיֹּ֖אמֶר,9,1,c/559,H559,HC/Vqw3ms,HC/Vqw3ms,Verb,Sequential imperfect,Qal,Indicative,3,Singular,,Masculine,,
WLC-Exod-001-009-002,אֶל,9,2,413,H413,HR,HR,Preposition,,,,,,,,,
WLC-Exod-001-009-003,עַמּ֑וֹ,9,3,5971 a,H5971,HNcmsc/Sp3ms,HNcmsc/Sp3ms,Suffix (Pronominal),,,,3,Singular,Construct,Masculine,,
WLC-Exod-001-009-004,הִנֵּ֗ה,9,4,2009,H2009,HTm,HTm,Particle (Demonstrative),,,,,,,,,
WLC-Exod-001-009-005,עַ֚ם,9,5,5971 a,H5971,HNcmsc,HNcmsc,Noun (Common),,,,,Singular,Construct,Masculine,,
WLC-Exod-001-009-006,בְּנֵ֣י,9,6,1121 a,H1121,HNcmpc,HNcmpc,Noun (Common),,,,,Plural,Construct,Masculine,,
WLC-Exod-001-009-007,יִשְׂרָאֵ֔ל,9,7,3478,H3478,HNp,HNp,Noun (Proper name),,,,,,,,,
WLC-Exod-001-009-008,רַ֥ב,9,8,7227 a,H7227,HAamsa,HAamsa,Adjective,,,,,Singular,Absolute,Masculine,,
WLC-Exod-001-009-009,וְעָצ֖וּם,9,9,c/6099,H6099,HC/Aamsa,HC/Aamsa,a,,,,,,,,,
WLC-Exod-001-009-010,מִמֶּֽנּוּ,9,10,4480 a,H4480,HR/Sp1cp,HR/Sp1cp,Suffix (Pronominal),,,,1,Plural,,Common,,
,10,10,,,,,,,,,,,,,,,
WLC-Exod-001-010-001,הָ֥בָה,10,1,3051,H3051,HVqv2ms/Sh,HVqv2ms/Sh,Suffix,Imperative,Qal,Imperative,2,Singular,,Masculine,,
WLC-Exod-001-010-002,נִֽתְחַכְּמָ֖ה,10,2,2449,H2449,HVth1cp,HVth1cp,Verb,Cohortative,Hithpael,Cohortative,1,Plural,,Common,,
WLC-Exod-001-010-003,ל֑וֹ,10,3,l,,HR/Sp3ms,HR/Sp3ms,Suffix (Pronominal),,,,3,Singular,,Masculine,,
WLC-Exod-001-010-004,פֶּן,10,4,6435,H6435,HC,HC,Conjunction,,,,,,,,,
WLC-Exod-001-010-005,יִרְבֶּ֗ה,10,5,7235 a,H7235,HVqi3ms,HVqi3ms,Verb,Imperfect,Qal,Indicative,3,Singular,,Masculine,,
WLC-Exod-001-010-006,וְהָיָ֞ה,10,6,c/1961,H1961,HC/Vqq3ms,HC/Vqq3ms,Verb,Sequential perfect,Qal,Indicative,3,Singular,,Masculine,,
WLC-Exod-001-010-007,כִּֽי,10,7,3588 a,H3588,HC,HC,Conjunction,,,,,,,,,
WLC-Exod-001-010-008,תִקְרֶ֤אנָה,10,8,7122,H7122,HVqi3fp,HVqi3fp,Verb,Imperfect,Qal,Indicative,3,Plural,,Feminine,,
WLC-Exod-001-010-009,מִלְחָמָה֙,10,9,4421,H4421,HNcfsa,HNcfsa,Noun (Common),,,,,Singular,Absolute,Feminine,,
WLC-Exod-001-010-010,וְנוֹסַ֤ף,10,10,c/3254,H3254,HC/VNq3ms,HC/VNq3ms,Verb,Sequential perfect,Niphal,Indicative,3,Singular,,Masculine,,
WLC-Exod-001-010-011,גַּם,10,11,1571,H1571,HTa,HTa,Particle (Affirmation),,,,,,,,,
WLC-Exod-001-010-012,הוּא֙,10,12,1931,H1931,HPp3ms,HPp3ms,Pronoun (Personal),,,,3,Singular,,Masculine,,
WLC-Exod-001-010-013,עַל,10,13,5921 a,H5921,HR,HR,Preposition,,,,,,,,,
WLC-Exod-001-010-014,שֹׂ֣נְאֵ֔ינוּ,10,14,8130,H8130,HVqrmpc/Sp1cp,HVqrmpc/Sp1cp,Suffix (Pronominal),Participle active,Qal,Participle,1,Plural,Construct,Common,,
WLC-Exod-001-010-015,וְנִלְחַם,10,15,c/3898 a,H3898,HC/VNq3ms,HC/VNq3ms,Verb,Sequential perfect,Niphal,Indicative,3,Singular,,Masculine,,
WLC-Exod-001-010-016,בָּ֖נוּ,10,16,b,,HR/Sp1cp,HR/Sp1cp,Suffix (Pronominal),,,,1,Plural,,Common,,
WLC-Exod-001-010-017,וְעָלָ֥ה,10,17,c/5927,H5927,HC/Vqq3ms,HC/Vqq3ms,Verb,Sequential perfect,Qal,Indicative,3,Singular,,Masculine,,
WLC-Exod-001-010-018,מִן,10,18,4480 a,H4480,HR,HR,Preposition,,,,,,,,,
WLC-Exod-001-010-019,הָאָֽרֶץ,10,19,d/776,H776,HTd/Ncbsa,HTd/Ncbsa,Noun (Common),,,,,Singular,Absolute,Both,,
,11,11,,,,,,,,,,,,,,,
WLC-Exod-001-011-001,וַיָּשִׂ֤ימוּ,11,1,c/7760 a,H7760,HC/Vqw3mp,HC/Vqw3mp,Verb,Sequential imperfect,Qal,Indicative,3,Plural,,Masculine,,
WLC-Exod-001-011-002,עָלָיו֙,11,2,5921 a,H5921,HR/Sp3ms,HR/Sp3ms,Suffix (Pronominal),,,,3,Singular,,Masculine,,
WLC-Exod-001-011-003,שָׂרֵ֣י,11,3,8269,H8269,HNcmpc,HNcmpc,Noun (Common),,,,,Plural,Construct,Masculine,,
WLC-Exod-001-011-004,מִסִּ֔ים,11,4,4522,H4522,HNcmpa,HNcmpa,Noun (Common),,,,,Plural,Absolute,Masculine,,
WLC-Exod-001-011-005,לְמַ֥עַן,11,5,4616,H4616,HR,HR,Preposition,,,,,,,,,
WLC-Exod-001-011-006,עַנֹּת֖וֹ,11,6,6031 b,H6031,HVpc/Sp3ms,HVpc/Sp3ms,Suffix (Pronominal),Infinitive construct,Piel,Infinitive,3,Singular,,Masculine,,
WLC-Exod-001-011-007,בְּסִבְלֹתָ֑ם,11,7,b/5450,H5450,HR/Ncfpc/Sp3mp,HR/Ncfpc/Sp3mp,Suffix (Pronominal),,,,3,Plural,Construct,Masculine,,
WLC-Exod-001-011-008,וַיִּ֜בֶן,11,8,c/1129,H1129,HC/Vqw3ms,HC/Vqw3ms,Verb,Sequential imperfect,Qal,Indicative,3,Singular,,Masculine,,
WLC-Exod-001-011-009,עָרֵ֤י,11,9,5892 b,H5892,HNcfpc,HNcfpc,Noun (Common),,,,,Plural,Construct,Feminine,,
WLC-Exod-001-011-010,מִסְכְּנוֹת֙,11,10,4543,H4543,HNcfpa,HNcfpa,Noun (Common),,,,,Plural,Absolute,Feminine,,
WLC-Exod-001-011-011,לְפַרְעֹ֔ה,11,11,l/6547,H6547,HR/Np,HR/Np,Noun (Proper name),,,,,,,,,
WLC-Exod-001-011-012,אֶת,11,12,853,H853,HTo,HTo,Particle (Direct object marker),,,,,,,,,
WLC-Exod-001-011-013,פִּתֹ֖ם,11,13,6619,H6619,HNp,HNp,Noun (Proper name),,,,,,,,,
WLC-Exod-001-011-014,וְאֶת,11,14,c/853,H853,HC/To,HC/To,Particle (Direct object marker),,,,,,,,,
WLC-Exod-001-011-015,רַעַמְסֵֽס,11,15,7486,H7486,HNp,HNp,Noun (Proper name),,,,,,,,,
,12,12,,,,,,,,,,,,,,,
WLC-Exod-001-012-001,וְכַאֲשֶׁר֙,12,1,c/k/834 d,H834,HC/R/Tr,HC/R/Tr,Particle (Relative),,,,,,,,,
WLC-Exod-001-012-002,יְעַנּ֣וּ,12,2,6031 b,H6031,HVpi3mp,HVpi3mp,Verb,Imperfect,Piel,Indicative,3,Plural,,Masculine,,
WLC-Exod-001-012-003,אֹת֔וֹ,12,3,853,H853,HTo/Sp3ms,HTo/Sp3ms,Suffix (Pronominal),,,,3,Singular,,Masculine,,
WLC-Exod-001-012-004,כֵּ֥ן,12,4,3651 c,H3651,HTm,HTm,Particle (Demonstrative),,,,,,,,,
WLC-Exod-001-012-005,יִרְבֶּ֖ה,12,5,7235 a,H7235,HVqi3ms,HVqi3ms,Verb,Imperfect,Qal,Indicative,3,Singular,,Masculine,,
WLC-Exod-001-012-006,וְכֵ֣ן,12,6,c/3651 c,H3651,HC/Tm,HC/Tm,Particle (Demonstrative),,,,,,,,,
WLC-Exod-001-012-007,יִפְרֹ֑ץ,12,7,6555,H6555,HVqi3ms,HVqi3ms,Verb,Imperfect,Qal,Indicative,3,Singular,,Masculine,,
WLC-Exod-001-012-008,וַיָּקֻ֕צוּ,12,8,c/6973,H6973,HC/Vqw3mp,HC/Vqw3mp,Verb,Sequential imperfect,Qal,Indicative,3,Plural,,Masculine,,
WLC-Exod-001-012-009,מִפְּנֵ֖י,12,9,m/6440,H6440,HR/Ncbpc,HR/Ncbpc,Noun (Common),,,,,Plural,Construct,Both,,
WLC-Exod-001-012-010,בְּנֵ֥י,12,10,1121 a,H1121,HNcmpc,HNcmpc,Noun (Common),,,,,Plural,Construct,Masculine,,
WLC-Exod-001-012-011,יִשְׂרָאֵֽל,12,11,3478,H3478,HNp,HNp,Noun (Proper name),,,,,,,,,
,13,13,,,,,,,,,,,,,,,
WLC-Exod-001-013-001,וַיַּעֲבִ֧דוּ,13,1,c/5647,H5647,HC/Vhw3mp,HC/Vhw3mp,Verb,Sequential imperfect,Hiphil,Indicative,3,Plural,,Masculine,,
WLC-Exod-001-013-002,מִצְרַ֛יִם,13,2,4713,H4713,HNp,HNp,Noun (Proper name),,,,,,,,,
WLC-Exod-001-013-003,אֶת,13,3,853,H853,HTo,HTo,Particle (Direct object marker),,,,,,,,,
WLC-Exod-001-013-004,בְּנֵ֥י,13,4,1121 a,H1121,HNcmpc,HNcmpc,Noun (Common),,,,,Plural,Construct,Masculine,,
WLC-Exod-001-013-005,יִשְׂרָאֵ֖ל,13,5,3478,H3478,HNp,HNp,Noun (Proper name),,,,,,,,,
WLC-Exod-001-013-006,בְּפָֽרֶךְ,13,6,b/6531,H6531,HR/Ncmsa,HR/Ncmsa,Noun (Common),,,,,Singular,Absolute,Masculine,,
,14,14,,,,,,,,,,,,,,,
WLC-Exod-001-014-001,וַיְמָרְר֨וּ,14,1,c/4843,H4843,HC/Vpw3mp,HC/Vpw3mp,Verb,Sequential imperfect,Piel,Indicative,3,Plural,,Masculine,,
WLC-Exod-001-014-002,אֶת,14,2,853,H853,HTo,HTo,Particle (Direct object marker),,,,,,,,,
WLC-Exod-001-014-003,חַיֵּיהֶ֜ם,14,3,2416 e,H2416,HNcmpc/Sp3mp,HNcmpc/Sp3mp,Suffix (Pronominal),,,,3,Plural,Construct,Masculine,,
WLC-Exod-001-014-004,בַּעֲבֹדָ֣ה,14,4,b/5656,H5656,HR/Ncfsa,HR/Ncfsa,Noun (Common),,,,,Singular,Absolute,Feminine,,
WLC-Exod-001-014-005,קָשָׁ֗ה,14,5,7186,H7186,HAafsa,HAafsa,Adjective,,,,,Singular,Absolute,Feminine,,
WLC-Exod-001-014-006,בְּחֹ֨מֶר֙,14,6,b/2563 a,H2563,HR/Ncmsa,HR/Ncmsa,Noun (Common),,,,,Singular,Absolute,Masculine,,
WLC-Exod-001-014-007,וּבִלְבֵנִ֔ים,14,7,c/b/3843,H3843,HC/R/Ncfpa,HC/R/Ncfpa,Noun (Common),,,,,Plural,Absolute,Feminine,,
WLC-Exod-001-014-008,וּבְכָל,14,8,c/b/3605,H3605,HC/R/Ncmsc,HC/R/Ncmsc,Noun (Common),,,,,Singular,Construct,Masculine,,
WLC-Exod-001-014-009,עֲבֹדָ֖ה,14,9,5656,H5656,HNcfsa,HNcfsa,Noun (Common),,,,,Singular,Absolute,Feminine,,
WLC-Exod-001-014-010,בַּשָּׂדֶ֑ה,14,10,b/7704 b,H7704,HRd/Ncmsa,HRd/Ncmsa,Noun (Common),,,,,Singular,Absolute,Masculine,,
WLC-Exod-001-014-011,אֵ֚ת,14,11,853,H853,HTo,HTo,Particle (Direct object marker),,,,,,,,,
WLC-Exod-001-014-012,כָּל,14,12,3605,H3605,HNcmsc,HNcmsc,Noun (Common),,,,,Singular,Construct,Masculine,,
WLC-Exod-001-014-013,עֲבֹ֣דָתָ֔ם,14,13,5656,H5656,HNcfsc/Sp3mp,HNcfsc/Sp3mp,Suffix (Pronominal),,,,3,Plural,Construct,Masculine,,
WLC-Exod-001-014-014,אֲשֶׁר,14,14,834 a,H834,HTr,HTr,Particle (Relative),,,,,,,,,
WLC-Exod-001-014-015,עָבְד֥וּ,14,15,5647,H5647,HVqp3cp,HVqp3cp,Verb,Perfect,Qal,Indicative,3,Plural,,Common,,
WLC-Exod-001-014-016,בָהֶ֖ם,14,16,b,,HR/Sp3mp,HR/Sp3mp,Suffix (Pronominal),,,,3,Plural,,Masculine,,
WLC-Exod-001-014-017,בְּפָֽרֶךְ,14,17,b/6531,H6531,HR/Ncmsa,HR/Ncmsa,Noun (Common),,,,,Singular,Absolute,Masculine,,
,15,15,,,,,,,,,,,,,,,
WLC-Exod-001-015-001,וַיֹּ֨אמֶר֙,15,1,c/559,H559,HC/Vqw3ms,HC/Vqw3ms,Verb,Sequential imperfect,Qal,Indicative,3,Singular,,Masculine,,
WLC-Exod-001-015-002,מֶ֣לֶךְ,15,2,4428,H4428,HNcmsc,HNcmsc,Noun (Common),,,,,Singular,Construct,Masculine,,
WLC-Exod-001-015-003,מִצְרַ֔יִם,15,3,4714,H4714,HNp,HNp,Noun (Proper name),,,,,,,,,
WLC-Exod-001-015-004,לַֽמְיַלְּדֹ֖ת,15,4,l/3205,H3205,HRd/Vprfpa,HRd/Vprfpa,Verb,Participle active,Piel,Participle,,Plural,Absolute,Feminine,,
WLC-Exod-001-015-005,הָֽעִבְרִיֹּ֑ת,15,5,d/5680,H5680,HTd/Ngfpa,HTd/Ngfpa,Noun (Gentilic),,,,,Plural,Absolute,Feminine,,
WLC-Exod-001-015-006,אֲשֶׁ֨ר,15,6,834 a,H834,HTr,HTr,Particle (Relative),,,,,,,,,
WLC-Exod-001-015-007,שֵׁ֤ם,15,7,8034,H8034,HNcmsc,HNcmsc,Noun (Common),,,,,Singular,Construct,Masculine,,
WLC-Exod-001-015-008,הָֽאַחַת֙,15,8,d/259,H259,HTd/Acfsa,HTd/Acfsa,c,,,,,,,,,
WLC-Exod-001-015-009,שִׁפְרָ֔ה,15,9,8236,H8236,HNp,HNp,Noun (Proper name),,,,,,,,,
WLC-Exod-001-015-010,וְשֵׁ֥ם,15,10,c/8034,H8034,HC/Ncmsc,HC/Ncmsc,Noun (Common),,,,,Singular,Construct,Masculine,,
WLC-Exod-001-015-011,הַשֵּׁנִ֖ית,15,11,d/8145,H8145,HTd/Aofsa,HTd/Aofsa,o,,,,,,,,,
WLC-Exod-001-015-012,פּוּעָֽה,15,12,6326,H6326,HNp,HNp,Noun (Proper name),,,,,,,,,
,16,16,,,,,,,,,,,,,,,
WLC-Exod-001-016-001,וַיֹּ֗אמֶר,16,1,c/559,H559,HC/Vqw3ms,HC/Vqw3ms,Verb,Sequential imperfect,Qal,Indicative,3,Singular,,Masculine,,
WLC-Exod-001-016-002,בְּיַלֶּדְכֶן֙,16,2,b/3205,H3205,HR/Vpc/Sp2fp,HR/Vpc/Sp2fp,Suffix (Pronominal),Infinitive construct,Piel,Infinitive,2,Plural,,Feminine,,
WLC-Exod-001-016-003,אֶת,16,3,853,H853,HTo,HTo,Particle (Direct object marker),,,,,,,,,
WLC-Exod-001-016-004,הָֽעִבְרִיּ֔וֹת,16,4,d/5680,H5680,HTd/Ngfpa,HTd/Ngfpa,Noun (Gentilic),,,,,Plural,Absolute,Feminine,,
WLC-Exod-001-016-005,וּרְאִיתֶ֖ן,16,5,c/7200,H7200,HC/Vqq2fp,HC/Vqq2fp,Verb,Sequential perfect,Qal,Indicative,2,Plural,,Feminine,,
WLC-Exod-001-016-006,עַל,16,6,5921 a,H5921,HR,HR,Preposition,,,,,,,,,
WLC-Exod-001-016-007,הָאָבְנָ֑יִם,16,7,d/70,H70,HTd/Ncmda,HTd/Ncmda,Noun (Common),,,,,Dual,Absolute,Masculine,,
WLC-Exod-001-016-008,אִם,16,8,518 a,H518,HC,HC,Conjunction,,,,,,,,,
WLC-Exod-001-016-009,בֵּ֥ן,16,9,1121 a,H1121,HNcmsa,HNcmsa,Noun (Common),,,,,Singular,Absolute,Masculine,,
WLC-Exod-001-016-010,הוּא֙,16,10,1931,H1931,HPp3ms,HPp3ms,Pronoun (Personal),,,,3,Singular,,Masculine,,
WLC-Exod-001-016-011,וַהֲמִתֶּ֣ן,16,11,c/4191,H4191,HC/Vhq2fp,HC/Vhq2fp,Verb,Sequential perfect,Hiphil,Indicative,2,Plural,,Feminine,,
WLC-Exod-001-016-012,אֹת֔וֹ,16,12,853,H853,HTo/Sp3ms,HTo/Sp3ms,Suffix (Pronominal),,,,3,Singular,,Masculine,,
WLC-Exod-001-016-013,וְאִם,16,13,c/518 a,H518,HC/C,HC/C,Conjunction,,,,,,,,,
WLC-Exod-001-016-014,בַּ֥ת,16,14,1323,H1323,HNcfsa,HNcfsa,Noun (Common),,,,,Singular,Absolute,Feminine,,
WLC-Exod-001-016-015,הִ֖יא,16,15,1931,H1931,HPp3fs,HPp3fs,Pronoun (Personal),,,,3,Singular,,Feminine,,
WLC-Exod-001-016-016,וָחָֽיָה,16,16,c/2425,H2425,HC/Vqq3fs,HC/Vqq3fs,Verb,Sequential perfect,Qal,Indicative,3,Singular,,Feminine,,
,17,17,,,,,,,,,,,,,,,
WLC-Exod-001-017-001,וַתִּירֶ֤אןָ,17,1,c/3372,H3372,HC/Vqw3fp,HC/Vqw3fp,Verb,Sequential imperfect,Qal,Indicative,3,Plural,,Feminine,,
WLC-Exod-001-017-002,הַֽמְיַלְּדֹת֙,17,2,d/3205,H3205,HTd/Vprfpa,HTd/Vprfpa,Verb,Participle active,Piel,Participle,,Plural,Absolute,Feminine,,
WLC-Exod-001-017-003,אֶת,17,3,853,H853,HTo,HTo,Particle (Direct object marker),,,,,,,,,
WLC-Exod-001-017-004,הָ֣אֱלֹהִ֔ים,17,4,d/430,H430,HTd/Ncmpa,HTd/Ncmpa,Noun (Common),,,,,Plural,Absolute,Masculine,,
